NRIS_ID,AUTHORIZATION_ID
131126,IPMUA131126
131119,13443
131076,
131072,3725
131071,107369
131021,109746
131000,
130993,14843
130985,
130980,
130979,3616
130978,14824
130977,
130976,
130975,108-0121-2015/2020
130973,2001
130970,23777
130969,
130968,14824
130967,3521
130964,3074
130963,OMRR130963
130945,548
130944,825
130943,407
130942,671
130941,22590
130940,22506
130939,2361
130935,IPMUA130935
130934,15382
130933,1271
130932,IPMUA130932
130931,1437
130930,1086
130929,4433
130928,1628
130927,1709
130926,1601
130925,4204
130923,18603
130922,3945
130921,303
130920,6355
130919,185
130893,1501
130892,22510
130885,3166
130884,
130883,
130882,1364
130872,15821
130860,2986
130843,1507
130841,14637
130839,
130835,2266
130831,7180
130830,HW130830
130829,446
130826,8841
130824,1556
130819,15261
130801,2216
130752,104217
130750,UA103750
130743,
130742,
130681,15821
130664,3080
130653,16673
130649,16245
130648,17664
130646,7809
130579,5521
130564,
130563,
130562,
130561,12601
130529,104217
130528,17285
130510,16665
130508,17309
130506,7841
130504,104217
130503,104217
130502,17197
130482,
130481,
130465,HW130465
130464,2013
130463,HW130463
130459,17042
130426,11036
130425,22488
130360,HW130360
130359,242
130325,HW130325
130319,279
130299,2002
130272,148
130271,
130268,
130266,14044
130241,21503
130211,108520
130207,15143
130206,415
130202,301
130199,100249
130195,
130193,
130192,3803
130190,105491
130189,1720
130188,
130184,
130182,
130177,16412
130172,UA130172
130170,
130165,UA130165
130161,UA130161
130129,UA130129
130123,HW130123
130121,16761
130120,UA130120
130119,UA130119
130039,11630
129983,11310
129979,16101
129941,14821
129843,107116
129784,100279
129783,17006
129782,104217
129780,
129779,
129741,106268
129730,3725
129706,104217
129705,104217
129704,104217
129702,104217
129701,
129699,OZ129699
129605,107227
129604,16099
129603,1056
129602,6873
129601,1236
129600,
129573,104217
129571,
129567,105178
129564,105178
129561,105207
129560,108520
129559,
129541,25557
129480,
129460,104217
129436,1644
129434,1138
129403,17783
129262,104028
129260,17262
129259,6700
129250,17196
129249,107116
129248,UA129248
129244,UA129244
129241,108119
129240,4670
129222,UA129222
129221,HW129221
129219,UA129219
129210,AG129210
129209,AG129209
129208,
129200,12416
129199,UA129199
129179,HW129179
129139,12218
129125,738-0029-2019/2019
129124,1086
129123,
129109,4670
129108,1086
129100,11678
129068,14282
129066,337
129038,UA129038
129031,11606
129024,11606
129020,104217
129019,104133
128935,HW128935
128929,IPMUA128929
128928,
128926,
128921,17679
128920,AG128920
128919,3306
128884,1777
128883,10821
128882,
128874,2749
128859,
128844,963
128840,234
128829,2295
128828,215
128801,AG125999
128800,2537
128796,3166
128788,
128786,
128741,484
128740,7772
128739,105330
128725,15516
128665,
128660,11478
128634,109895
128633,
128632,109748
128631,
128630,105178
128629,103961
128620,UA128620
128619,16017
128617,16016
128613,109140
128606,109123
128584,100428
128542,18194
128541,
128540,106144
128539,1517
128452,UA128452
128451,UA128451
128418,HW128418
128403,1841
128402,UA114809
128400,IPMUA121019
128399,25398
128382,UA128382
128381,7531
128379,105178
128363,UA128363
128339,1073
128300,11688
128289,2180
128280,104217
128279,
128247,107227
128244,259
128243,
128241,104217
128240,1808
128228,1714
128201,13943
128189,15494
128183,
128176,24377
128173,895
128172,
128170,
128169,
128142,
128141,
128140,
128139,104217
128123,11024
128071,UA128071
128052,
128050,108588
128049,UA128049
128048,107227
128047,
128046,
128045,105178
128044,105178
128043,106144
128042,108587
128041,
128018,AG128018
128014,344-0021-2016-2021
127963,UA127963
127962,107605
127961,18337
127960,17762
127936,AG127936
127935,UA127935
127928,
127920,9525
127917,109781
127915,
127913,1808
127912,1808
127911,3095
127910,104217
127909,104217
127907,104217
127906,
127904,1517
127903,1517
127902,1517
127900,1517
127882,
127839,108221
127822,AG127822
127821,AG127821
127803,3008
127799,
127764,AG127764
127643,14483
127641,107227
127639,3842
127624,1788
127600,1668
127599,108378
127582,108377
127581,HW127581
127579,17170
127539,
127522,3025
127521,HW127521
127519,11672
127403,HW127403
127380,1676
127292,
127289,IPMUA127289
127288,
127283,UA127283
127282,
127258,1548
127255,5335
127253,
127250,
127249,108950
127247,105178
127241,
127219,327
127180,IPMUA127180
127179,6140
127165,IPMUA127165
127160,1907
127156,11655
127154,256
127153,
127148,17170
127135,
127134,103132
127133,16047
127132,738-0029-2019/2019
127130,4096
127096,
127090,104217
127088,104217
127086,104217
127085,104217
126889,8109
126879,AG126879
126825,6077
126786,
126784,
126781,8495
126780,
126779,5272
126761,106794
126760,312
126759,UA126759
126747,103132
126746,100134
126710,7440
126707,13334
126705,11099
126703,13627
126702,7813
126701,100140
126700,104217
126699,104217
126679,UA126679
126646,5485
126642,107468
126641,107466
126640,107465
126639,105573
126619,UA126619
126562,1086
126560,UA126560
126547,109743
126501,15109
126483,AG126483
126482,5612
126481,
126480,5075
126457,UA82479
126451,
126450,AG126450
126449,AG126449
126442,
126439,18167
126426,
126425,105241
126424,
126423,
126422,11655
126421,105178
126420,105178
126383,
126382,271
126353,869-0008-18-21
126350,5378
126344,2678
126342,7185
126341,2156
126339,6366
126329,3682
126327,105178
126323,
126320,
126296,
126281,104217
126280,104217
126279,104217
126274,345
126273,
126270,104217
126269,3725
126268,
126265,8281
126264,
126263,
126261,
126259,6739
126162,103143
126160,109389
126101,426
126100,410
126049,109049
126048,4125
126047,3375
126045,907
126042,HW126042
126041,7230
126040,UA126040
126028,HW126028
126026,315
126022,17680
126002,398
126001,104217
125999,
125987,6757
125949,877-0004-17-20
125948,109629
125947,109624
125946,109623
125945,UA 125945
125944,109615
125943,109614
125941,109611
125940,109604
125939,109594
125923,109588
125922,
125921,
125920,
125919,
125880,15159
125848,344
125845,13757
125824,104217
125823,104217
125822,13756
125821,17170
125820,
125723,105284
125718,105178
125717,105178
125712,104217
125682,106462
125679,
125621,109585
125620,109581
125613,22549
125612,
125611,AG125611
125609,
125608,
125607,738-0029-2019/2019
125606,
125605,
125603,
125602,
125601,105178
125600,AG125600
125580,AG125580
125535,6540
125499,GHG12
125480,109808
125465,104217
125367,16522
125363,13404
125362,17759
125352,20203
125350,109586
125347,16523
125344,3016
125343,190
125325,16685
125322,109576
125320,109574
125319,109572
125299,UA125299
125216,109571
125214,
125213,
125212,
125200,100229
125163,2270
125159,109808
125150,
125146,
125104,19703
125088,109741
125060,24437
125005,6472
125001,22147
124964,
124963,
124961,
124960,104133
124959,1379
124940,107517
124932,104217
124931,104217
124891,403
124850,HW124850
124844,6954
124843,1742
124842,2737
124838,105656
124832,7375
124825,AG124825
124801,104217
124800,104217
124780,105178
124779,
124739,5252
124730,1472
124728,7797
124726,1548
124724,106477
124723,14145
124722,
124721,
124707,10918
124705,3256
124699,3732
124695,12218
124655,108387
124653,
124652,4431
124651,
124650,109389
124649,107227
124647,
124646,105554
124644,105178
124643,105178
124642,104217
124641,104217
124640,104217
124639,104217
124571,124-0369-2016/2021
124570,402-0666-2016/2021
124568,738-0022-2014/2019
124567,109554
124566,109542
124564,394-0019-2017/2022
124561,106561
124503,AG124503
124500,VD124500
124460,259
124443,4994
124438,6822
124437,12707
124436,12308
124434,1548
124430,433
124429,109530
124428,402-0665-2016/2021
124426,
124385,13486
124384,17313
124383,105178
124382,105178
124381,105178
124380,104217
124320,13296
124319,109528
124300,17756
124299,UAIPM124299
124264,105178
124262,UAIPM124262
124260,105178
124259,109454
124241,105178
124239,
124205,HW124205
124200,
124174,UA124174
124164,UAIPM124164
124148,105178
124147,105178
124146,105178
124145,105178
124144,105178
124143,105178
124142,
124120,107461
124119,11678
123959,AG123959
123902,4751
123880,UAIPM123880
123799,5352
123794,100363
123791,1622
123783,UAIPM123783
123745,104962
123742,6249
123741,17006
123722,
123721,105178
123720,
123716,
123710,HW123710
123701,14105
123683,13394
123682,13517
123660,8114
123647,
123645,2133
123643,3127
123624,
123623,105178
123622,104217
123600,UA123600
123599,173
123549,1501
123548,9328
123542,2133
123541,1364
123513,107034
123512,
123511,104133
123510,148
123509,
123507,
123503,
123501,107034
123500,3725
123499,
123496,
123495,HW123495
123493,189
123491,UA123491
123483,5771
123479,105178
123466,
123465,1777
123464,105178
123463,105178
123462,105178
123461,105178
123460,104217
123459,104217
123314,109625
123313,109504
123223,105751
123207,
123206,107034
123200,UA123130
123187,6099
123182,100538
123142,20403
123141,107108
123140,24177
123139,9647
123130,
123120,UA47998
123100,105178
123081,109387
123069,RR123069
123024,7645
123023,108093
123022,124-0367-2016/2021
122979,105178
122964,
122963,106668
122962,104875
122959,1869
122958,104217
122957,
122953,12211
122941,108093
122902,
122901,105178
122900,104217
122881,UA68121
122859,
122858,
122841,104962
122839,
122804,6099
122802,107034
122779,AG121887
122768,
122767,
122766,
122765,3725
122764,6099
122763,105178
122762,105178
122761,104217
122760,104217
122641,5172
122640,7035
122639,16563
122619,104997
122578,4608
122576,14258
122575,16564
122521,109440
122520,109439
122519,
122506,
122505,108093
122504,105527
122490,3013
122467,5143
122464,6697
122388,
122387,2082
122386,6099
122385,107118
122383,
122382,3095
122381,
122379,
122374,
122341,12255
122339,12469
122325,109808
122324,
122323,
122322,
122321,
122319,109433
122314,105178
122313,106480
122312,105178
122311,105178
122262,104217
122261,104217
122260,104217
122187,7208
122143,9029
122134,1644
122127,108536
122119,1644
122022,261
121952,2484
121950,UA121950
121947,
121945,UA47998
121943,
121942,4225
121941,109431
121889,105178
121887,
121886,104133
121884,
121883,
121866,3095
121865,3095
121864,105178
121863,105178
121862,105178
121861,105178
121860,105178
121859,105178
121857,
121848,105178
121845,104217
121844,104217
121842,104217
121840,104217
121754,13847
121745,39
121702,108932
121698,UA121698
121619,UA81487
121618,UA81482
121614,109430
121608,15335
121600,12751
121583,
121582,
121581,104217
121580,104217
121579,104217
121573,18335
121570,
121566,16509
121565,
121564,
121499,100428
121488,6017
121487,16685
121486,
121485,105178
121484,105178
121482,UA121482
121481,17239
121469,
121467,6099
121466,6099
121465,
121458,106065
121451,10660
121444,IPMUA121444
121443,CA121443
121442,CA121442
121441,CA121441
121440,CA121440
121439,CA121439
121421,185
121420,25377
121362,100091
121359,109385
121320,
121319,
121282,276-0205-2016/2021
121281,107129
121259,109379
121243,100229
121242,100428
121241,6099
121240,
121239,
121194,8881
121192,HW121192
121165,AG120929
121160,104928
121146,
121145,105178
121144,105178
121143,105178
121142,17557
121141,104217
121140,104217
121139,
121061,15901
121019,IPMUA121019
120961,UAIPMCA120961
120947,UAIPMCA120947
120946,100040
120945,UAIPMCA120945
120937,UAIPMCA120937
120932,104217
120931,104217
120929,
120928,
120926,
120925,100134
120924,
120923,6099
120922,105178
120921,
120920,
120906,100470
120899,1650
120885,104869
120883,104217
120882,
120881,107517
120880,14978
120865,
120864,
120861,2761
120859,100449
120839,17557
120826,100449
120825,
120824,
120823,6033
120822,17557
120784,
120783,
120763,
120762,
120761,104217
120735,UAIPMCA120735
120734,3781
120733,4429
120727,14515
120723,3465
120719,106609
120701,17557
120696,16421
120690,8808
120689,105178
120688,105178
120687,105178
120686,105178
120685,105178
120684,105178
120683,104217
120682,104217
120681,104217
120680,104217
120679,104217
120667,15174
120663,
120662,105178
120661,105178
120659,104217
120620,16142
120615,886-0002-18-21
120588,590
120523,100173
120520,IPMUA120520
120479,886-0001-18-21
120448,4697
120441,LG120441
120414,5657
120413,17652
120411,15932
120386,1877
120384,IPMUA120384
120383,105-0983-2016/2021
120381,7002
120380,14816
120379,105216
120326,2205
120324,107883
120321,7958
120319,IPMUA120319
120304,12496
120303,12040
120273,15335
120272,
120271,11933
120270,15342
120269,8372
120268,6420
120267,4922
120265,8607
120262,7706
120261,2170
120260,109417
120259,281
120221,15628
120220,15487
120219,15487
120201,6568
120170,14270
120169,240
120167,IPMUA120167
120164,16486
120163,18169
120162,18294
120161,104217
120147,317
120139,8003
120100,728
120099,13209
120060,8809
120020,18423
119997,270
119996,105178
119995,105178
119994,
119993,17557
119992,105460
119991,
119990,100449
119989,100449
119988,1386
119987,109378
119986,
119984,104217
119983,104217
119982,104217
119981,104217
119980,104217
119979,104217
119903,8152
119820,997
119819,6858
119762,2392
119761,IPMUA119761
119760,IPMUA119760
119759,1086
119754,5083
119708,105748
119707,4396
119706,6099
119705,
119703,104217
119702,104217
119701,104217
119700,104217
119699,19483
119643,763
119633,1644
119632,16322
119630,100527
119629,106379
119628,1644
119627,108554
119600,420
119599,IPMUA119599
119561,14824
119560,22447
119466,16523
119463,7830
119459,107362
119424,5151
119423,7470
119387,12422
119386,22609
119384,14781
119380,14480
119344,
119343,104217
119342,
119319,6113
119257,1315
119246,109179
119240,IPMUA119240
119216,12776
119215,IPMUA119240
119207,10767
119203,16023
119202,6099
119201,
119179,105178
119164,105178
119163,
119162,104217
119161,104217
119160,104217
119159,104217
119082,LG119082
119060,18215
119059,UA119059
119027,106847
118987,18229
118928,23977
118899,8008
118891,107475
118884,
118862,UA12601
118849,3710
118845,
118843,104217
118842,
118841,100363
118840,23053
118839,109557
118821,LG118821
118801,8838
118796,
118794,9029
118793,
118792,104217
118791,104217
118790,107365
118789,CA118789
118788,CA118788
118787,CA118787
118784,CA118784
118783,CA118783
118782,CA118782
118781,CA118781
118780,CA118780
118765,14842
118764,8138
118760,UA118760
118759,IPMUA118759
118720,103921
118719,106365
118695,
118691,17301
118686,LG118686
118663,351
118605,104217
118604,104217
118603,16421
118602,1578
118601,17557
118600,100138
118599,17042
118540,15991
118503,109598
118501,15859
118494,3048
118486,3046
118482,100138
118479,100138
118460,
118459,
118443,
118440,104217
118439,104217
118362,1521
118299,16892
118240,8141
118232,5577
118202,518
118201,888
118200,16759
118162,16671
118161,1157
118160,17519
118159,17194
118142,17473
118141,1434
118121,LG118121
118104,17282
118103,LG118103
118102,4721
118101,LG118101
118100,LG118100
118099,17193
118096,1157
118085,11478
118084,17182
118083,
118082,105894
118081,
118080,
118064,17010
118063,
118062,109298
118061,1434
118060,107929
118059,16204
118046,17251
118045,17008
118003,1578
117961,16666
117931,
117930,104217
117929,104217
117928,104217
117927,104217
117926,104217
117925,104217
117924,104217
117923,104217
117922,104217
117920,104217
117783,LG117783
117782,114
117781,109583
117780,105260
117739,100449
117719,CRISP_3064
117701,100170
117700,LG117700
117659,LG117659
117645,16717
117642,107685
117641,104847
117619,1434
117600,16662
117582,HW117582
117542,103961
117540,16709
117539,16236
117520,16676
117479,16667
117462,4678
117461,LG117461
117441,LG117441
117440,16664
117439,UA117439
117405,103704
117402,109710
117400,12290
117379,LG117379
117362,LG117362
117361,16290
117360,108155
117324,UAIPMCA117324
117322,109600
117301,224
117300,8467
117299,8044
117270,189
117268,8415
117260,18358
117259,LG117259
117249,106824
117246,247
117245,106814
117244,6742
117243,3039
117201,IPMUA117201
117200,17579
117199,16938
117180,UA56258
117143,
117142,UA16691
117140,13362
117127,21803
117126,LG117126
117107,17711
117106,324
117105,23251
116960,3457
116959,105864
116958,100207
116955,UA116955
116954,UA116954
116953,UA116953
116951,UA116951
116900,15354
116899,109658
116815,106481
116810,15641
116766,109753
116765,4557
116764,1505
116762,18316
116739,15845
116732,344
116726,16017
116725,11295
116723,9019
116722,18316
116716,12978
116708,UA 116708
116705,107702
116660,14770
116659,LG116659
116642,109293
116612,23598
116606,1902
116603,4299
116600,17766
116586,106835
116570,
116569,6945
116568,107838
116567,108308
116565,LG116565
116511,21763
116481,LG116481
116475,109291
116468,18243
116454,107517
116453,107517
116435,UA116435
116430,LG116430
116428,12975
116423,109747
116292,15358
116291,1622
116290,16932
116289,16672
116283,LG116283
116268,116268
116266,109569
116259,14982
116164,104217
116142,UA116142
116141,1517
116124,1073
116102,109389
116099,104217
116080,104217
116040,LG116040
116038,4480
116035,UA70242
116030,LG116030
116027,LG116027
116026,LG116026
115991,100363
115990,LG115990
115989,
115988,
115985,17191
115984,LG115984
115983,
115982,LG115982
115981,17191
115980,16719
115979,888
115960,17192
115946,17186
115945,17187
115942,16679
115940,LG115940
115939,1199
115905,16162
115904,15765
115903,20263
115900,104217
115899,
115888,
115885,17894
115869,15766
115866,15014
115863,UA115863
115862,
115861,
115847,17237
115843,
115842,16948
115841,17237
115840,100033
115827,24177
115821,104217
115820,
115819,LG115819
115800,104217
115799,
115769,1701
115766,4222
115762,LG115762
115760,LG115760
115748,5803
115732,LG115732
115724,
115705,105178
115704,105178
115702,
115701,104217
115700,104217
115699,104217
115680,104217
115679,104217
115619,LG115619
115595,109455
115591,17190
115581,
115580,
115565,UA115565
115564,RR115564
115563,RR115563
115562,RR115562
115561,RR115561
115560,RR115560
115559,RR115559
115529,106038
115528,100193
115527,LG115527
115525,LG115525
115523,RR115523
115520,LG115520
115519,104217
115485,15845
115484,
115483,105241
115477,RR115477
115464,8005
115463,
115460,17824
115440,16661
115420,RR115420
115419,LG115419
115405,RR74470
115361,UA49395
115359,104217
115346,105178
115339,
115320,
115319,
115301,223
115266,RR74823
115265,RR74627
115264,RR74459
115263,RR115263
115262,RR74810
115261,14483
115260,13756
115259,UA115259
115240,RR74830
115173,UA115173
115171,142
115170,82
115169,4200
115167,120
115164,LG115164
115161,1152
115160,17061
115111,17185
115108,16718
115104,16674
115102,16163
115101,17557
115099,15990
115089,
115088,LG115088
115087,338
115086,16661
115084,RR74736
115081,11007
115080,17557
115041,17195
115040,RR74359
115035,1138
115032,CA115032
115028,RR73142
115026,
115024,1517
115022,
115021,RR74715
115019,12176
115002,
115001,104217
115000,104217
114999,
114956,UA114956
114955,17188
114950,17184
114945,LG114945
114944,16716
114929,UA114929
114921,UA114921
114920,RR114920
114919,12598
114859,7761
114842,104217
114840,UA68121
114823,105178
114822,104217
114821,104217
114820,104217
114809,UA114809
114808,16661
114805,LG114805
114760,109393
114759,109393
114746,15763
114744,UA114744
114739,108537
114680,15993
114674,11007
114663,16680
114662,100138
114631,804-0003-2015/2020
114627,15691
114599,5892
114580,104217
114579,104217
114541,12215
114540,104217
114519,UA 114304
114491,LG114491
114488,12990
114486,LG114486
114483,UA114483
114480,15152
114448,108407
114446,LG114446
114445,LG114445
114443,
114442,107937
114441,8003
114440,
114439,LG114439
114401,12977
114399,LG114399
114364,9079
114363,LG114363
114361,LG114361
114320,16074
114308,17135
114306,HW114306
114304,UA 114304
114301,
114300,105178
114299,8419
114290,
114289,1836
114282,104217
114281,104217
114280,104217
114279,104217
114200,12454
114199,1421
114180,6404
114179,15992
114141,1938
114140,7622
114121,8216
114081,18663
114079,
114062,CA114062
114061,5425
114059,104217
114027,RR74422
114019,5625
113961,RR113961
113940,
113939,5809
113935,109399
113934,4549
113883,6858
113881,UA74932
113879,6077
113874,1615
113872,106262
113870,
113780,108387
113779,16017
113725,8310
113724,5175
113723,UA113723
113708,108221
113707,274
113682,100192
113679,105178
113624,14982
113621,17070
113620,14721
113607,104217
113547,CA113547
113544,100192
113540,104217
113539,104217
113519,
113400,16534
113371,CA113371
113370,CA113370
113369,124-0368-2016/2021
113367,CA113367
113361,6819
113331,23597
113327,8504
113325,105178
113324,3900
113323,2762
113322,RR74358
113321,RR74853
113320,RR75244
113282,17835
113281,8713
113260,UA78347
113259,240
113240,108378
113239,108377
113200,107745
113161,2761
113159,2082
113156,108950
113154,
113140,
113119,107745
113110,105178
113109,105178
113108,105178
113107,105178
113106,104217
113105,104217
113104,104217
113103,104217
113102,104217
113101,104217
113100,104217
113099,104217
112902,UA112902
112899,8401
112879,106088
112822,4133
112547,4215
112519,UA112519
112466,RR74737
112465,103861
112461,UA112461
112459,5856
112445,4201
112444,13771
112442,
112441,23371
112439,7979
112407,UA51743
112406,12018
112402,IPMUA112089
112401,8150
112400,7269
112399,3159
112383,8663
112341,7632
112340,UA112340
112339,105712
112295,
112245,8192
112244,19284
112241,7495
112240,UA29307
112220,UA72750
112219,UA78922
112181,IPMUA112181
112180,387
112132,108119
112099,
112089,CA112089
112088,8281
112087,
112086,2082
112084,3680
112083,17796
112060,IPMUA112060
111980,1164
111933,2547
111927,23371
111926,1214
111921,
111907,1602
111906,18194
111905,18194
111904,104217
111903,105178
111902,105178
111901,11007
111900,104928
111899,
111879,11936
111802,14811
111766,18127
111742,104001
111741,17569
111740,1777
111739,14625
111699,153
111647,21844
111639,18763
111593,287
111591,21723
111590,HW111590
111587,Cinnabar Valley Garden Center Supplies dba
111584,IPMUAHYDRO#64197
111583,107277
111582,8075
111539,
111502,877-0004-17-20
111501,5335
111500,UA111500
111499,107189
111480,877-0003-17-20
111468,4459
111449,107791
111448,2401
111442,RR73180
111440,402-0666-2016/2021
111439,2401
111422,105178
111421,UA68121
111420,
111419,
111400,
111380,869-0002-2015/2017
111379,105058
111361,6114
111359,17425
111320,3149
111308,HW111308
111301,109762
111194,76
111190,7432
111181,IPMUA111181
111180,
111167,877-0001-2015-2018
111166,7324
111165,UA68121
111161,18087
111150,7304
111144,2401
111143,RR74381
111140,104901
111102,
111101,7337
111100,UA49933
111099,
111081,104217
111080,104217
111079,104217
110959,869-0006-2017/2019
110861,14237
110839,869-0005-2016/2019
110821,
110799,12781
110773,GHG15
110769,869-0003-2015/2018
110761,108744
110721,
110702,20263
110701,UA68121
110700,2082
110699,18274
110664,14710
110663,399
110659,
110639,
110625,104217
110587,104217
110586,104217
110584,104217
110583,104217
110582,104217
110578,8274
110577,16330
110566,13665
110453,5260
110386,14963
110382,
110381,
110380,105178
110379,105178
110360,1535
110359,104217
110352,105178
110351,9043
110349,105178
110258,103132
110197,UA110197
110189,888
110180,108866
110139,3647
109971,IPMUA60184
109967,107365
109966,11016
109963,2708
109961,8511
109960,UA109960
109944,HW109944
109925,888
109923,13879
109879,100363
109877,IPMUA67887
109876,4127
109873,2489
109870,2561
109861,107517
109860,
109859,
109802,4127
109801,4237
109799,233
109779,6443
109740,
109720,7726
109719,
109682,15514
109659,
109622,11996
109594,107461
109583,888
109521,UA90086
109520,
109480,109476
109446,12776
109444,8809
109443,8808
109442,104217
109441,5320
109418,100040
109402,
109360,UA90086
109359,
109286,14350
109201,UA81455
109200,UA72274
109192,330-0032-2016/2021
109164,13208
109163,UA109163
109162,8625
109161,5999
109154,
109151,
109149,104217
109147,104217
109145,104217
109143,
109141,
109126,8718
109125,
109124,
109123,
109119,11678
109102,12561
109054,13253
109053,767-0011-2015/2020
109049,767-0011-2015/2020
109044,102-0670-2016/2021
109006,18194
109005,UA74932
109004,3095
109003,104217
109002,104217
109001,UA68121
108999,UA68121
108952,105178
108951,
108950,105178
108945,
108944,
108943,
108942,
108941,1595
108912,104217
108887,104217
108886,104217
108885,104217
108884,2813
108883,UA108883
108879,20303
108845,109155
108795,
108782,
108658,UA49933
108656,107369
108653,
108652,UA68121
108649,UA68121
108648,22473
108647,UA99144
108645,
108640,100174
108639,8409
108611,
108596,3095
108595,
108591,3680
108584,
108583,
108582,105178
108581,105178
108580,105178
108579,105178
108570,105178
108569,105178
108566,103980
108563,104217
108562,104217
108561,104217
108560,104217
108559,104217
108541,104217
108539,104217
108466,HW108466
108464,14799
108445,HW108445
108444,18347
108443,2533
108442,1707
108441,7677
108440,2065
108368,100475
108302,106267
108301,8719
108260,CA108260
108222,UA108140
108166,12367
108159,108476
108140,UA108140
108133,16477
108127,12601
108126,263
108119,106588
108094,457
108086,323
107985,7046
107805,UA64188
107777,GHG1
107740,594
107727,7642
107707,UA 107707
107706,
107704,
107702,3095
107674,UA49250
107673,14237
107671,4475
107659,255
107641,GHG13
107638,1764
107636,15263
107634,105330
107632,GHG14
107631,IPMUA107631
107630,IPMUA107630
107628,22367
107627,17300
107625,10768
107623,104217
107622,UA74932
107621,
107620,108919
107619,
107600,104217
107572,IPMUA107572
107567,10751
107565,4068
107563,1808
107559,10960
107520,
107507,HW107507
107506,IPMUA107506
107501,8660
107479,104217
107461,105178
107415,
107405,6972
107400,IPMUA107400
107373,7804
107372,109085
107371,4276
107370,UA107370
107369,5670
107368,6852
107367,IPMUA107367
107364,
107362,
107359,
107319,
107302,HW107302
107301,444
107300,
107230,373
107227,4878
107226,109258
107220,107517
107214,UA107214
107209,
107131,HW107131
107127,UA 90086
107126,105178
107125,105178
107124,105178
107123,105178
107122,105178
107121,105178
107120,105178
107043,153
107042,100534
107041,103601
107040,104142
107039,109000
107037,107127
107036,100196
106981,18167
106888,15884
106887,5132
106886,17313
106885,100536
106884,
106882,UA68121
106881,
106786,105058
106785,107108
106761,15445
106760,8590
106759,107414
106725,
106724,
106723,
106722,
106721,
106720,2573
106709,10807
106708,105-0981-2014/2019
106699,4523
106642,
106641,104217
106621,IPMUA106621
106599,171
106567,105178
106565,105178
106562,7261
106559,
106545,1236
106542,2615
106541,
106540,
106529,
106526,104217
106525,104217
106522,3190
106446,105587
106411,7008
106380,281
106356,104010
106355,877-0002-17-20
106353,16495
106327,15284
106326,17073
106324,118
105979,
105978,
105977,
105975,16713
105973,105178
105971,
105970,
105969,
105968,
105965,105178
105943,GHG12
105942,GHG11
105941,GHG10
105940,GHG9
105905,GHG8
105628,12742
105627,4276
105623,
105622,1517
105621,
105593,2753
105592,2692
105591,2691
105589,2149
105588,
105586,UA68121
105580,UA68121
105559,
105557,
105556,UA68121
105554,UA68121
105551,105178
105548,105178
105546,104217
105544,104217
105543,104217
105541,104217
105540,104217
105439,HW105439
105434,UA105434
105404,GHG7
105400,100224
105399,100223
105396,3904
105364,UA104522
105359,GHG7
105315,GHG7
105311,2547
105307,GHG7
105306,
105302,HW105302
105275,GHG6
105273,GHG5
105268,
105265,7646
105263,HW105263
105210,GHG2
105205,413
105204,105178
105202,
105201,108476
105196,UA105196
105179,UA105179
105153,GHG4
105136,UA105136
105135,HW105135
105134,106060
105132,108056
105131,109499
105130,103191
105129,IPMUA105129
105128,25080
105127,
105126,
105125,15188
105123,UA105123
105122,107369
105121,
105119,10262
105118,105178
105117,HW105117
105113,107783
105110,109137
105105,UA105105
105100,HW105100
105070,24520
105066,HW31429
105039,6005
104986,IPMUA104986
104985,IPMUA104985
104981,HW104981
104979,1174
104950,15882
104949,5991
104948,IPMUA104948
104947,25118
104945,17748
104944,
104943,
104942,105178
104941,104217
104940,UA104940
104939,240
104899,IPMUA104899
104885,13062
104884,IPMUA759632
104883,17181
104882,105587
104864,15382
104859,106337
104857,105799
104844,24419
104769,
104765,
104761,105178
104760,105466
104685,10549
104683,23577
104654,IPMUA104654
104652,15827
104651,14309
104643,335
104585,8121
104534,UA104534
104531,12600
104528,14308
104522,
104518,15263
104512,100564
104510,256
104506,16685
104497,1777
104494,
104493,
104489,105178
104486,
104480,108056
104464,3680
104463,
104462,12455
104461,3095
104460,17783
104459,
104441,73
104440,3000
104423,104217
104421,104217
104420,104217
104393,6895
104389,7010
104379,UA103532
104373,3682
104371,13717
104365,100475
104359,
104292,16129
104241,6136
104240,1983
104087,888
104032,369
103949,594
103928,105772
103919,17006
103911,UA103911
103898,105178
103891,
103890,
103884,
103883,106667
103881,3013
103880,2082
103879,
103865,109300
103864,107104
103863,425
103862,424
103861,5353
103860,106970
103859,6248
103778,1461
103777,106060
103698,15286
103659,HW103659
103639,109450
103582,
103581,1379
103580,
103579,17748
103559,4431
103536,
103532,
103531,
103530,3477
103525,
103519,291
103507,IPMUA48095
103478,21883
103473,
103471,907
103468,16691
103467,13501
103466,12735
103465,106943
103462,11994
103460,100496
103455,2747
103453,3287
103448,104217
103446,104217
103445,18363
103441,104217
103439,18363
103402,
103401,18363
103279,IPMUA103279
103159,100138
103130,107517
103128,23571
103127,3564
103054,396
103048,20444
103031,
103030,106333
103027,HW103027
103026,106333
103025,3969
103024,104614
103023,7668
103022,105389
103021,10986
102933,105149
102931,105178
102930,
102929,106164
102928,3260
102927,
102926,2434
102925,IPMUA102925
102924,107517
102922,3175
102921,
102920,3175
102919,266
102869,107619
102868,107616
102863,107517
102797,15562
102784,100423
102783,2217
102782,4503
102773,16502
102770,3175
102767,3175
102764,3175
102760,IPMUA102760
102759,103634
102744,IPMUA102744
102742,
102741,3106
102740,
