NRIS_ID,AUTHORIZATION_ID
166146,15273
166132,UA166132
166128,UA85425
166125,UA166125
166122,UA165384
166088,
166085,
166072,104217
166071,
166063,15262
166047,UA114744
166041,518
166009,UA166009
166007,2013
165938,UA165938
165930,10869
165922,UA137702
165919,
165916,104928
165915,
165914,104928
165901,
165900,
165890,
165888,
165885,
165883,16556
165880,
165872,104217
165871,104217
165870,104217
165868,104217
165865,104217
165862,104217
165860,104217
165847,1751
165843,
165838,108325
165836,105653
165823,UA165823
165798,12996
165794,3013
165765,100432
165755,107109
165747,
165744,
165743,2573
165722,UA137702
165714,16685
165684,
165667,142
165666,UA165666
165663,82
165620,
165619,
165618,
165616,
165609,
165607,UA114809
165596,105492
165587,1808
165585,104065
165577,104815
165560,13930
165511,108982
165508,
165507,104928
165506,104928
165505,
165502,
165500,DGIR202110
165499,7512
165496,
165490,1521
165489,1517
165488,1199
165469,109112
165425,HW108336
165424,HW106323
165423,HW108152
165422,HW106314
165421,HW108523
165420,HW107391
165419,HW106467
165417,105075
165384,UA165384
165366,
165362,
165360,
165358,105178
165354,105178
165310,
165308,
165307,
165306,
165305,
165304,
165303,
165301,
165300,
165295,
165293,
165292,17170
165290,
165285,
165282,
165280,105058
165277,104217
165276,
165273,105058
165271,
165270,
165269,
165266,8174
165264,
165260,
165251,105755
165250,108336
165249,106323
165248,108152
165247,106314
165246,108523
165245,107391
165243,106467
165242,GHG22
165235,104928
165230,7596
165227,GHG22
165222,
165212,HW103075
165209,
165194,HW164461
165184,103075
165177,GHG1
165173,HW105755
165170,7512
165153,5625
165150,
165147,UA146355
165144,387
165141,
165138,
165133,GHG1
165118,18262
165080,4343
165054,1863
165052,HW100290
165046,5030
165043,UA165043
165031,2684
165029,100290
165027,73
164942,UA85708
164934,100031
164927,106112
164926,AG144737
164925,105178
164921,104217
164920,107685
164915,106021
164914,104928
164912,104928
164911,104928
164910,104928
164909,104928
164908,104928
164906,
164902,5975
164890,106668
164881,110560
164880,6047
164879,3898
164875,100317
164873,UA99720
164870,103872
164863,
164860,
164859,100256
164858,7391
164845,107685
164838,594
164814,4125
164802,
164752,133
164747,UA164747
164744,12398
164742,104217
164741,104217
164729,
164727,
164726,
164712,
164704,240
164696,15541
164695,104962
164684,8401
164675,
164673,
164672,
164669,
164660,15838
164639,1902
164638,
164636,104217
164634,
164633,
164631,12398
164629,104217
164628,11905
164627,
164624,
164615,
164614,
164582,
164558,
164557,104217
164556,UA164556
164553,
164547,
164544,
164541,376
164540,1557
164526,104133
164514,
164508,
164501,12606
164481,
164480,105178
164477,105178
164475,
164473,
164470,
164469,
164468,12398
164467,108177
164465,
164461,UA164461
164400,UA164400
164395,7097
164384,1397
164369,17251
164367,1622
164364,5661
164363,7952
164361,2524
164358,107517
164350,8495
164347,
164341,16486
164332,
164330,
164328,
164325,
164321,RR50888
164315,UA84841
164314,GHG22
164310,18215
164309,GHG22
164302,100094
164295,105284
164294,GHG22
164293,1975
164291,3139
164275,
164256,2484
164253,104928
164251,106679
164242,6279
164240,
164235,
164234,104928
164231,105178
164228,
164227,
164226,
164224,
164209,
164205,
164203,
164201,
164200,
164187,14480
164174,
164173,UA164173
164172,
164171,
164168,
164161,HW142926
164156,
164149,GHG22
164145,UA-53821
164131,15884
164044,886-0003-19-22
164043,877-0008-20-23
164042,877-0007-19-22
164041,877-0006-19-22
164039,14651
164038,104217
164037,104217
164036,104217
164035,104217
164034,104217
164033,104217
164032,7866
164031,7952
164028,8430
164027,16022
164026,110466
164017,5661
164015,3139
164014,1975
164010,
164008,12398
164007,
164006,
164005,18186
163995,105178
163994,105178
163990,
163985,886-0002-18-21
163984,877-0004-17-20
163983,877-0003-17-20
163982,877-0002-17-20
163981,869-0008-18-21
163978,869-0007-17-20
163975,109744
163950,12601
163947,109785
163941,RR74717
163933,
163932,1902
163931,107-0130-19/24
163930,6898
163907,6898
163901,AG144737
163893,107484
163879,UA54996
163872,UA163872
163871,869-0011-19-22
163866,AG163866
163865,AG163865
163862,AG163862
163853,4409
163852,
163839,869-0012-20-23
163834,107088
163828,UA163828
163799,255
163784,18228
163774,12630
163765,17876
163760,14590
163759,14781
163748,103999
163744,
163739,2149
163734,
163733,104217
163732,104217
163731,105178
163730,104217
163729,103428
163728,104217
163727,104217
163726,
163725,
163723,
163722,RR74716
163721,12398
163720,
163719,16909
163709,UA 107707
163705,109092
163698,16938
163695,5050
163691,8467
163690,17300
163681,109360
163663,UA#79764
163661,
163654,17396
163653,109845
163651,
163650,RR53679
163649,10496
163646,108520
163637,8147
163633,3904
163626,AG146351
163621,HW163621
163619,103712
163608,16685
163606,
163605,2524
163603,
163602,
163595,2559
163536,
163529,
163528,
163526,12398
163525,
163524,
163521,4200
163515,
163492,12398
163491,7988
163475,14162
163462,
163459,
163458,
163457,
163456,
163455,RR74422
163454,15275
163453,192
163451,16713
163450,
163448,
163446,
163445,
163443,5553
163442,5809
163441,RR74830
163440,RR115563
163439,RR123069
163438,RR50323
163437,RR163437
163436,RR163436
163435,RR163435
163433,108183
163432,12087
163431,15728
163430,5936
163414,IPMUA163414
163413,109129
163387,UA79394
163378,351
163374,
163373,105178
163372,1902
163369,
163368,
163363,108119
163357,RR115523
163340,120
163315,6099
163298,AG163298
163292,157
163291,5553
163287,12398
163284,
163269,
163267,11478
163266,
163260,
163242,
163232,
163210,104217
163209,
163207,104217
163183,5335
163172,374
163171,14423
163164,4606
163143,1777
163142,100140
163107,105178
163106,104217
163104,105178
163097,402-0678-2019/2024
163078,104217
163077,
163076,
163075,
163074,
163073,
163072,
163071,
163070,
163069,
163066,8096
163035,3661
163034,UA#71895
163033,UA163033
163029,UA163029
163024,UA163024
163022,UA163022
163020,UA163020
163014,UA163014
163009,UA163009
163007,UA163007
163006,UA163006
163005,UA163005
163000,374
162991,UA162991
162925,17006
162884,AG162884
162865,105178
162858,1203
162855,104217
162852,
162841,10020
162828,15821
162818,100432
162816,
162815,
162783,266
162769,16078
162754,17181
162735,
162732,17150
162730,DGIR203281
162719,104217
162718,104217
162717,105178
162716,105178
162714,
162713,
162712,
162711,16502
162708,3133
162706,HW142926
162705,
162688,18055
162687,15276
162681,12776
162672,12811
162667,105692
162664,1595
162657,2753
162656,2691
162652,13326
162647,
162646,
162643,
162639,
162637,IPMUA162637
162636,
162578,6719
162551,
162538,HW106178
162536,106178
162530,HW100264
162526,6757
162523,100264
162521,
162511,110025
162509,12398
162504,
162502,16129
162500,
162487,HW100309
162482,HW104861
162481,335
162472,100309
162454,327
162441,UA162411
162407,RR74716
162392,3132
162387,
162383,
162364,100527
162352,2095
162335,UA153220
162318,HW 31009
162316,107712
162314,
162311,1602
162307,
162233,
162229,
162221,109670
162209,IPMUA162209
162187,6367
162186,6367
162169,105281
162157,UA20869
162152,106448
162120,106800
162115,
162113,
162090,6367
162086,3095
162083,
162064,105673
162063,104043
162062,109149
162061,100417
162059,103194
162058,HW100315
162056,100315
162055,HW100314
162054,100314
162044,7761
162041,HW107735
162040,107735
162010,7761
161964,104217
161963,
161959,
161946,
161945,15750
161924,100229
161913,17234
161812,5320
161811,12398
161809,15821
161807,
161795,105772
161790,1902
161789,
161788,105340
161787,17170
161786,
161785,
161757,387
161756,23
161753,AW47475
161721,UA161721
161712,AG161712
161711,CA144964
161710,AG144737
161688,
161664,829-0003-2017/2022
161656,17577
161654,15174
161653,105178
161652,105178
161651,105178
161650,897
161648,105178
161647,
161635,109845
161633,HW3725
161632,UA161632
161631,HW100229
161627,100229
161613,
161572,12561
161571,106379
161570,100192
161566,416
161562,
161537,HW124205
161536,HW106186
161524,8059
161474,109181
161472,12398
161469,17006
161466,12167
161461,8310
161460,8998
161427,
161426,IPMUA161426
161425,105-0984-19-22
161387,
161385,261
161366,UA161366
161363,
161361,12303
161346,
161337,
161334,
161322,2753
161321,2692
161320,2691
161315,106480
161307,IPMUA161307
161303,IPMUA161303
161299,108740
161292,106186
161282,UA161282
161281,103132
161268,HW3013
161267,25117
161258,
161257,
161254,
161250,
161237,110088
161220,24217
161217,IPMUA161217
161209,AG144737
161206,14338
161202,
161181,6367
161169,HW100523
161164,100523
161148,106563
161140,107517
161111,UA161111
161104,3725
161059,100363
161058,
161057,HW108187
161056,108187
161046,106266
161043,
161042,
161041,
161037,
161032,100318
161014,UA161014
161013,3647
161007,4721
161005,
161003,
161002,5083
160979,15641
160970,HW160970
160957,HW100319
160936,100319
160920,109566
160903,RR152772
160902,9026
160901,
160862,3871
160861,
160851,3260
160849,6209
160848,17518
160847,4183
160813,6972
160808,UA73295
160785,11606
160784,AG160779
160779,AG160779
160754,110025
160740,HW111308
160739,
160734,
160733,105178
160730,
160728,104217
160726,
160725,100207
160723,109370
160722,105178
160721,105178
160720,105178
160712,HW66774
160711,106423
160703,18271
160675,UA28308
160668,7054
160660,7081
160645,109845
160640,100566
160639,1777
160638,105281
160637,
160635,
160633,
160626,
160564,13015
160560,8182
160519,1701
160428,HW106464
160418,100184
160384,
160376,106464
160372,4148
160369,1758
160368,107606
160364,106562
160347,8631
160344,7532
160340,UA103750
160317,
160312,
160311,108836
160310,
160306,105178
160303,105178
160273,235
160252,
160223,17595
160205,13404
160203,7322
160200,13264
160188,
160186,
160185,104928
160179,
160175,UA150540
160166,GHG31
160148,106834
160140,106826
160102,105178
160101,105178
160100,105178
160099,105178
160098,105178
160096,105178
160095,105178
160093,105178
160088,105178
160087,105178
160086,105178
160084,105178
160083,105178
160082,105178
160081,105178
160079,105178
160078,105178
160077,105178
160075,105178
160074,105178
160071,
160049,UA160049
160043,107362
160042,107108
160027,100377
160026,5601
160024,108155
160023,103442
160019,106824
160017,106814
160008,
160007,
160005,
160002,
159951,6367
159950,6367
159949,6367
159948,6367
159945,7761
159944,7761
159943,7761
159942,
159941,7761
159937,292
159931,
159906,
159900,104869
159877,UA13640
159873,UA159873
159865,106526
159853,2439
159847,2524
159846,
159845,11370
159842,
159840,4330
159828,5500
159823,HW105687
159818,
159813,13701
159810,108582
159809,108091
159808,17157
159797,
159794,18098
159792,2524
159786,HW107773
159780,4328
159725,6858
159699,14322
159680,17139
159669,7008
159614,100538
159578,
159568,100072
159565,104640
159558,235
159546,17663
159532,105894
159501,103245
159470,100367
159460,
159455,100387
159446,19864
159444,
159381,100389
159379,12875
159378,18316
159369,2149
159350,108114
159342,HW159342
159339,HW159339
159334,16502
159333,21844
159286,1073
159284,1073
159278,
159277,
159274,
159264,UA143063
159248,103338
159244,105017
159242,IPMUA159242
159241,106164
159239,
159208,105-0983-2016/2021
159206,3663
159205,2945
159202,HW103876
159201,26977
159199,2863
159197,
159168,
159162,HW100469
159160,100364
159137,2577
159136,13922
159134,104113
159133,1321
159132,109854
159129,107213
159127,110232
159125,109974
159116,103083
159102,3947
159097,
159089,2815
159087,
159083,
159075,
159051,1073
158984,105178
158977,105178
158974,311
158971,16929
158963,
158953,106555
158949,24357
158948,8904
158944,105178
158930,
158927,105178
158926,105178
158925,UA158925
158924,3095
158902,GHG3
158899,110213
158893,15995
158891,100407
158887,
158884,
158883,20984
158879,7100
158876,
158875,13640
158864,105178
158862,952
158859,14824
158848,18194
158845,IPMUA158845
158816,107773
158814,105687
158813,
158812,100469
158808,109996
158806,26677
158801,109128
158800,UA 125945
158799,22470
158798,100262
158797,16466
158796,16467
158791,IPMUA158791
158790,8179
158788,12262
158787,HW158787
158786,105178
158782,
158772,
158771,105178
158770,105178
158767,
158762,12261
158741,6100
158740,6137
158737,107277
158736,
158732,23251
158730,24237
158728,103986
158724,104928
158723,
158718,16412
158715,103337
158712,110088
158711,
158696,12302
158695,105178
158692,105178
158647,108897
158642,
158641,
158631,UA144655
158624,108488
158623,25897
158617,6099
158615,107108
158614,
158612,105178
158610,105178
158533,17759
158528,HW158528
158522,HW158522
158512,107403
158509,110448
158483,GHG24
158477,
158473,
158449,5730
158439,108308
158438,108011
158436,107976
158434,107975
158433,107974
158432,107965
158431,107713
158430,107712
158412,
158408,
158407,484
158367,3682
158366,7337
158355,2185
158353,
158351,UA20869
158329,HW106554
158328,
158326,2410
158324,106554
158319,100304
158318,
158317,6898
158316,12214
158309,107129
158304,108703
158298,14843
158294,UA158294
158261,
158250,IPMUA158250
158243,1764
158241,
158222,590
158211,RR140694
158210,RR115523
158209,RR74827
158201,
158148,
158141,261
158135,100476
158131,104532
158127,104517
158111,105178
158095,105178
158085,UA68121
158065,105178
158062,108476
158061,18055
158049,6113
158041,9098
158040,9098
158030,105178
158029,
158028,
158027,
158009,
157989,UA157989
157985,
157984,
157982,105178
157979,
157978,
157977,105178
157976,108221
157969,
157967,
157964,105178
157918,105178
157916,100454
157915,100453
157914,22475
157911,8175
157904,
157902,
157898,4612
157884,
157873,
157834,
157825,
157821,GHG30
157808,9029
157807,
157805,105178
157803,105178
157802,105178
157801,105178
157800,105178
157798,
157797,3095
157796,105178
157795,105178
157781,HW157781
157780,HW157780
157713,7799
157699,7798
157690,22466
157688,HW157688
157669,100466
157651,
157613,25357
157605,HW110182
157604,2514
157601,
157594,105784
157591,HW106290
157569,104217
157568,
157564,105178
157562,104217
157560,7781
157558,100178
157550,12008
157544,
157520,UA157520
157513,
157509,1517
157499,105178
157496,6099
157493,104217
157490,104217
157487,100311
157485,103027
157483,4853
157465,107051
157462,UA157462
157456,
157454,107051
157442,IPMUA157442
157440,110182
157439,IPMUA154739
157438,IPMUA154738
157437,296
157436,25137
157435,17203
157433,HW108681
157432,22611
157431,
157429,18483
157428,3378
157427,24397
157422,13627
157419,7192
157416,12854
157415,15974
157413,
157412,
157411,
157409,
157408,17783
157406,
157402,105178
157400,105178
157399,
157397,
157396,
157393,104217
157385,105330
157383,
157378,17649
157376,14546
157375,104217
157374,
157373,105178
157372,105178
157371,9029
157370,9029
157369,2761
157368,3102
157260,2620
157256,21643
157253,291
157251,HW107913
157249,15000
157248,17604
157205,IPMUA157205
157204,107913
157173,106402
157167,15681
157160,100439
157154,106959
157126,HW106400
157104,3046
157095,3683
157086,3088
157074,106400
157049,HW157049
157048,5425
157040,15274
157007,IPMUA157007
157000,HW106763
156993,IPMUA156993
156942,
156931,877-0003-17-20
156924,25417
156920,22547
156918,22397
156912,1628
156910,IPMUA156910
156905,IPMUA156905
156898,IPMUA156898
156897,HW100442
156896,103440
156895,105062
156884,108681
156882,
156877,
156870,105178
156868,105178
156867,105178
156864,
156857,18294
156854,
156851,
156850,105178
156848,
156778,HW106437
156774,106290
156760,6017
156758,106437
156749,HW100461
156724,
156723,
156719,
156705,107670
156695,UA 114304
156693,
156690,
156683,
156680,15294
156677,109596
156660,7613
156657,11099
156651,HW156651
156649,
156638,10822
156637,110083
156635,AG108768
156634,110088
156633,105178
156617,2488
156616,HW100490
156615,100490
156613,HW109532
156612,109532
156611,106248
156610,HW100516
156608,100516
156607,HW100501
156575,12218
156569,107716
156563,HW106643
156557,108768
156552,105178
156545,108768
156536,106643
156534,4190
156529,AG156529
156520,
156517,105178
156516,104217
156515,
156513,105178
156506,100501
156500,HW156500
156491,105049
156488,106766
156487,5112
156485,110088
156484,17170
156483,
156480,264
156478,105178
156462,HW100446
156452,100446
156450,13256
156440,
156437,
156434,109096
156430,110082
156427,
156426,
156425,
156420,105178
156418,104217
156414,104928
156403,
156402,
156400,100229
156399,105178
156398,105178
156397,104217
156396,105178
156312,18294
156282,1707
156249,110363
156158,UA156158
156152,HW100435
156141,
156082,6901
156049,100436
156048,103896
156045,100435
156044,888
156004,888
155987,671
155986,12742
155985,14723
155984,22306
155982,25757
155964,24977
155959,22328
155952,IPMUA155952
155868,HW100312
155861,106287
155829,274
155828,100442
155827,106763
155826,100461
155825,7124
155801,
155796,IPMUA155796
155786,IPMUA155786
155782,14449
155779,22393
155768,
155765,AG155765
155753,UA81480
155750,HW108867
155749,HW104075
155747,108867
155746,104075
155742,110183
155741,15292
155740,HW100285
155738,HW155738
155737,100285
155736,
155723,
155715,
155711,17043
155710,17042
155709,17680
155708,17679
155688,
155665,11758
155647,23897
155627,4612
155616,
155615,
155575,HW155575
155572,22711
155568,
155567,107085
155565,10643
155562,
155560,16457
155541,105178
155501,UA155501
155491,
155487,106098
155486,16592
155485,109610
155484,
155483,1236
155480,105178
155479,105178
155478,
155477,105178
155461,11606
155363,
155344,105178
155311,107517
155308,14582
155296,108970
155287,
155279,148
155278,HW100570
155273,105617
155265,
155264,24859
155262,3650
155230,103880
155225,100376
155213,2708
155205,24177
155171,10643
155166,
155148,
155142,7779
155135,7773
155129,105752
155128,HW105804
155127,HW106126
155115,4517
155114,105734
155113,105804
155112,106126
155093,
155091,104217
155089,105178
155088,
155087,
155084,105178
155082,104217
155080,105178
155079,105178
155077,105178
155066,UA155066
155046,2232
155040,17762
154936,AG149487
154935,107508
154934,100312
154933,105948
154931,7295
154930,105782
154926,AG154926
154915,AG154915
154913,HW100429
154875,100429
154832,100570
154831,HW100413
154821,7773
154820,
154819,16509
154796,
154794,105-0982-2016/2021
154792,14322
154780,UA7721
154770,17663
154769,17663
154765,1574
154763,105178
154762,7772
154761,104217
154760,104217
154759,
154743,17756
154705,
154698,104217
154679,105307
154678,HW108190
154677,108190
154676,HW100500
154675,100500
154674,HW105725
154660,24859
154658,3650
154656,24177
154651,105178
154646,105149
154620,IPMUA154618
154618,
154616,IPMUA154613
154613,
154612,22475
154611,RR154611
154608,22466
154607,RR154607
154606,RR154606
154605,IPMUA154604
154604,
154602,IPMUA154599
154599,
154598,
154593,
154585,6901
154579,
154557,
154555,
154549,104217
154548,105178
154547,
154545,110127
154516,17145
154510,
154489,AG125999
154488,
154486,108756
154477,1594
154474,1138
154461,
154460,104217
154459,104217
154457,104217
154455,105178
154454,105178
154451,105178
154450,105178
154449,105178
154447,105178
154437,HW100380
154436,HW103193
154435,100380
154434,103193
154433,233
154354,104719
154315,15279
154303,
154300,GHG29
154286,HW103453
154277,
154274,1808
154270,103453
154241,13845
154237,GHG29
154229,HW109984
154226,105084
154221,14237
154207,23579
154202,25918
154201,23838
154200,22148
154199,14902
154198,730
154197,
154196,
154189,15445
154188,UA113723
154187,2481
154186,
154184,18803
154181,
154180,20444
154179,1138
154178,19243
154177,1138
154176,
154155,105175
154144,1808
154143,109984
154120,100338
154111,
154110,105178
154082,
154068,
154067,106970
154066,
154062,
154053,
154049,105178
154047,
154035,
154033,
154032,UA154032
154030,
154029,
154026,
154025,
154021,100488
154020,105178
154018,1808
154016,104217
154013,105178
154012,HW100287
154008,106287
154004,
153996,23777
153990,8625
153980,103132
153919,109534
153910,105493
153908,109097
153906,100287
153887,UA153887
153886,109799
153877,109747
153875,103876
153869,100408
153868,HW100408
153865,104070
153858,100464
153850,HW100464
153847,100291
153846,HW100291
153845,UAIPM153845
153843,22447
153841,24520
153814,
153811,IPMUA112181
153806,
153777,HW100296
153776,100483
153769,6718
153768,2348
153765,IPMUA153765
153763,IPMUA153763
153762,100296
153753,107-0130-2019/2024
153744,
153741,
153728,
153723,5693
153707,
153700,100218
153698,105466
153651,105619
153648,6739
153608,UA82723
153564,1808
153557,RR145752
153556,UA130963
153551,IPMUA153551
153550,IPMUA153550
153546,107249
153542,106665
153528,
153524,2047
153520,
153518,148
153516,105178
153515,105178
153448,12045
153447,14665
153442,IPMUA153442
153398,105178
153395,IPMUA153395
153393,
153392,
153390,148
153365,5648
153364,3573
153361,107129
153347,100465
153346,100463
153323,UA153323
153322,
153321,109833
153320,13542
153317,13075
153311,3013
153306,104217
153283,105791
153279,HW100456
153258,92
153251,
153247,91
153241,
153239,100456
153238,247
153228,2197
153226,5803
153220,UA153220
153214,105725
153210,
153209,
153208,104928
153204,109000
153195,
153193,
153191,100406
153189,3140
153187,3335
153186,18353
153184,
153173,146
153170,RR152762
153169,RR152762
153166,
153161,16122
153160,7761
153155,109616
153141,
153140,103876
153131,OMRR130963
153123,1810
153120,6367
153105,
153092,
153085,
153074,HW100389
153073,100389
153072,6114
152990,UA152990
152944,
152938,UA150199
152927,16129
152920,424
152912,109149
152902,
152900,
152898,
152864,3195
152860,18286
152847,
152846,
152845,
152836,879-0001-2016/2021
152834,23573
152832,2641
152831,814
152830,21243
152829,2794
152805,
152802,18194
152801,
152799,2524
152796,1517
152794,18285
152792,25118
152790,108522
152788,594
152785,1628
152783,15170
152773,
152772,RR152772
152770,17798
152769,RR152769
152768,
152767,
152766,RR152766
152764,RR152764
152763,
152762,RR152762
152761,105178
152760,RR152760
152759,RR152759
152758,100405
152757,RR152757
152753,RR152753
152750,RR152750
152749,
152746,RR152746
152745,RR152745
152744,RR152744
152743,142-0028-2016/2021
152738,
152736,
152731,RR152731
152730,RR152730
152729,
152726,RR152726
152725,22469
152724,
152722,3803
152721,RR152721
152720,RR152720
152693,105347
152683,
152677,
152674,
152665,
152659,110142
152658,109957
152656,
152649,
152644,
152636,
152635,
152634,
152632,100338
152628,104005
152626,105718
152623,
152613,
152604,15365
152600,
152596,1902
152594,3403
152582,15821
152575,14422
152574,22449
152554,
152553,UA140992
152547,IPMUA152547
152544,UA143396
152541,5353
152538,3283
152535,121-0027-2018/2023
152527,
152525,
152505,7923
152500,RR152500
152489,18703
152483,UA139065
152481,23091
152479,
152474,22991
152472,22912
152471,105178
152466,7865
152452,425
152439,102-0670-2016/2021
152428,UA138792
152427,UA138336
152419,14643
152417,17006
152409,
152403,
152401,6249
152400,UA132481
152392,12742
152382,
152381,UA95256
152355,
152354,
152353,
152351,105178
152350,
152349,
152348,
152344,
152339,4787
152335,
152329,104217
152327,105178
152325,
152323,
152319,104217
152316,7545
152304,3845
152280,3095
152279,14518
152242,104220
152241,18107
152240,17812
152239,14546
152237,13596
152236,11087
152232,5932
152213,25898
152210,15062
152206,108588
152205,108587
152193,105178
152188,17649
152185,5499
152181,
152178,
152177,5352
152168,2762
152167,2761
152156,UA142456
152154,14763
152133,UA127283
152125,RR80154
152111,103-0598-2016/2021
152105,UA126759
152095,UA152095
152092,UA126560
152085,1149
152081,UA115259
152071,
152045,UA 142789
152040,
152039,17486
152038,16860
152037,4787
152033,104217
152020,693
152005,13648
152004,
152001,6248
151985,8856
151984,
151981,
151964,
151963,UA90086
151962,
151961,879-0002-2016/2021
151960,19804
151958,16878
151956,
151950,UA151950
151942,
151939,
151938,
151937,
151935,
151855,
151831,4750
151828,
151816,3080
151814,1768
151811,1272
151804,109464
151802,7775
151789,103287
151768,103127
151761,IPMUA151761
151760,17163
151755,
151754,
151751,3360
151750,104217
151723,1877
151715,270
151711,4086
151706,7041
151702,
151686,DGIR200818
151683,
151682,18186
151681,109799
151679,15062
151676,25898
151674,16129
151671,803
151669,13849
151666,13823
151644,UA151644
151642,110267
151641,
151639,
151637,107877
151636,5883
151635,3984
151634,3956
151633,13753
151626,14294
151623,
151622,108325
151619,107517
151594,242
151582,18603
151577,
151576,OZ109092
151574,HW109092
151573,109092
151569,
151567,
151558,
151554,108732
151512,
151495,UA150540
151487,
151483,
151482,16322
151480,
151476,
151475,104217
151473,
151462,UA151462
151461,UA151461
151404,18167
151395,4742
151390,16878
151368,
151350,7988
151348,107923
151344,18358
151323,
151322,261
151315,
151312,
151310,105178
151308,100472
151307,110212
151300,6540
151293,18294
151269,7761
151268,6367
151267,6367
151266,6367
151264,6367
151263,6367
151262,6367
151260,7761
151259,7761
151258,7761
151257,7761
151256,7761
151251,
151227,4008
151222,
151214,23191
151210,
151209,104928
151204,108998
151203,109499
151200,
151199,
151189,104928
151177,
151155,
151143,110128
151133,2976
151129,10965
151118,107853
151117,18186
151115,105178
151111,106096
151110,24757
151109,
151108,18098
151105,12008
151095,109625
151068,
151065,
151036,109799
151035,104217
151032,104928
151029,104928
151022,3862
151019,2460
150958,105178
150950,108119
150946,UA150946
150945,14243
150944,16377
150943,15908
150942,12394
150941,240
150940,8839
150939,7259
150937,6089
150925,104217
150924,
150922,106049
150915,105178
150913,100213
150905,104217
150897,
150880,OZ100283
150876,
150875,HW100283
150871,100283
150868,
